Subject	Sex	Group	Age	Date	Day	Session	Condition	Condition2	food_top	food_below	trial_number	position_correct	baiting	chosen_cup_POS	chosen_cup	correct	peek_above	peek_below	peeking	unclear	peek_above.s	peek_below.s	peeking.s	Comment	Comment2
Dufa	f	young chimps	27	30/11/2018	19	1	transparent	transparent	grape	apple	12	3	Bottom	1	t	0	0	0	0		0	0	0		
Dufa	f	young chimps	27	30/11/2018	19	1	transparent	transparent	grape	apple	13	2	All	3	b	0	0	0	0		0	0	0		
Dufa	f	young chimps	27	30/11/2018	19	1	transparent	transparent	grape	apple	14	2	Bottom	1	t	0	0	0	0		0	0	0		
Dufa	f	young chimps	27	30/11/2018	19	1	transparent	transparent	grape	apple	15	1	Top	1	d	1	0	0	0		0	0	0		
Dufa	f	young chimps	27	30/11/2018	19	1	transparent	transparent	grape	apple	16	3	None	1	t	0	0	0	0		0	0	0		
Dufa	f	young chimps	27	30/11/2018	19	1	opaque	opaque	grape	apple	1	1	All	1	b	0	0	0	0		0	0	0	peaked while baiting	
Dufa	f	young chimps	27	30/11/2018	19	1	opaque	opaque	grape	apple	2	2	Bottom	1	t	0	0	0	0		0	0	0		
Dufa	f	young chimps	27	30/11/2018	19	1	opaque	opaque	grape	apple	3	2	None	1	t	0	1	0	1		1	0	1		
Dufa	f	young chimps	27	30/11/2018	19	1	opaque	opaque	grape	apple	4	3	Top	1	t	0	1	0	1	1	0	0	0	climed up	
Dufa	f	young chimps	27	30/11/2018	19	1	opaque	opaque	grape	apple	5	1	Bottom	1	d	1	0	0	0		0	0	0		
Dufa	f	young chimps	27	30/11/2018	19	1	opaque	opaque	grape	apple	6	3	All	1	t	0	0	0	0		0	0	0		
Dufa	f	young chimps	27	30/11/2018	19	1	opaque	opaque	grape	apple	7	3	Top	1	t	0	0	0	0		0	0	0		
Dufa	f	young chimps	27	30/11/2018	19	1	opaque	opaque	grape	apple	8	2	None	1	b	0	1	0	1	1	0	0	0		
Dufa	f	young chimps	27	30/11/2018	19	1	opaque	opaque	grape	apple	9	1	Top	1	d	1	0	0	0		0	0	0		
Dufa	f	young chimps	27	30/11/2018	19	1	opaque	opaque	grape	apple	10	2	All	1	t	0	0	0	0		0	0	0		
Dufa	f	young chimps	27	30/11/2018	19	1	opaque	opaque	grape	apple	11	1	None	1	d	1	0	0	0		0	0	0		
Dufa	f	young chimps	27	30/11/2018	19	1	opaque	opaque	grape	apple	12	3	Bottom	1	t	0	0	0	0		0	0	0		
Dufa	f	young chimps	27	30/11/2018	19	1	opaque	opaque	grape	apple	13	2	None	1	t	0	0	0	0		0	0	0		
Dufa	f	young chimps	27	30/11/2018	19	1	opaque	opaque	grape	apple	14	2	Top	1	b	0	1	0	1	1	0	0	0		
Dufa	f	young chimps	27	30/11/2018	19	1	opaque	opaque	grape	apple	15	1	Bottom	1	d	1	0	0	0		0	0	0		
Dufa	f	young chimps	27	30/11/2018	19	1	opaque	opaque	grape	apple	16	2	All	1	t	0	0	0	0		0	0	0		
Kisa	m	young chimps	27	03/12/2018	19	1	transparent	transparent	grape	apple	1	1	Top	3	b	0	0	0	0		0	0	0		
Kisa	m	young chimps	25	03/12/2018	19	1	transparent	transparent	grape	apple	2	3	None	3	d	1	0	0	0		0	0	0		
Kisa	m	young chimps	25	03/12/2018	19	1	transparent	transparent	grape	apple	3	2	All	3	t	0	0	0	0		0	0	0		
Kisa	m	young chimps	25	03/12/2018	19	1	transparent	transparent	grape	apple	4	3	Bottom	3	b	0	0	0	0		0	0	0		
Kisa	m	young chimps	25	03/12/2018	19	1	transparent	transparent	grape	apple	5	1	Bottom	3	t	0	0	0	0		0	0	0		
Kisa	m	young chimps	25	03/12/2018	19	1	transparent	transparent	grape	apple	6	2	All	3	b	0	0	0	0		0	0	0		
Kisa	m	young chimps	25	03/12/2018	19	1	transparent	transparent	grape	apple	7	3	None	3	d	1	0	0	0		0	0	0		
Kisa	m	young chimps	25	03/12/2018	19	1	transparent	transparent	grape	apple	8	1	Top	3	b	0	0	0	0		0	0	0		
Kisa	m	young chimps	25	03/12/2018	19	1	transparent	transparent	grape	apple	9	1	All	2	b	0	0	0	0		0	0	0		
Kisa	m	young chimps	25	03/12/2018	19	1	transparent	transparent	grape	apple	10	3	None	3	d	1	0	0	0		0	0	0		
Kisa	m	young chimps	25	03/12/2018	19	1	transparent	transparent	grape	apple	11	2	Bottom	3	b	0	0	0	0		0	0	0		
Kisa	m	young chimps	25	03/12/2018	19	1	transparent	transparent	grape	apple	12	2	Top	2	d	1	0	0	0		0	0	0		
Kisa	m	young chimps	25	03/12/2018	19	1	transparent	transparent	grape	apple	13	2	All	3	b	0	0	0	0		0	0	0		
Kisa	m	young chimps	25	03/12/2018	19	1	transparent	transparent	grape	apple	14	3	Top	3	d	1	0	0	0		0	0	0		
Kisa	m	young chimps	25	03/12/2018	19	1	transparent	transparent	grape	apple	15	3	Bottom	3	d	1	1	0	1		1	0	1		
Kisa	m	young chimps	25	03/12/2018	19	1	transparent	transparent	grape	apple	16	1	None	3	b	0	0	1	1	1	0	0	0		
Kisa	m	young chimps	25	03/12/2018	19	1	opaque	opaque	grape	apple	1	1	All	2	b	0	0	0	0		0	0	0		
Kisa	m	young chimps	25	03/12/2018	19	1	opaque	opaque	grape	apple	2	2	None	3	t	0	1	0	1		1	0	1		
Kisa	m	young chimps	25	03/12/2018	19	1	opaque	opaque	grape	apple	3	3	Top	3	t	0	0	1	1	1	0	0	0		
Kisa	m	young chimps	25	03/12/2018	19	1	opaque	opaque	grape	apple	4	1	Bottom	3	b	0	0	0	0		0	0	0		
Kisa	m	young chimps	25	03/12/2018	19	1	opaque	opaque	grape	apple	5	2	All	3	b	0	0	0	0		0	0	0		
Kisa	m	young chimps	25	03/12/2018	19	1	opaque	opaque	grape	apple	6	3	Top	2	b	0	0	0	0		0	0	0		
Kisa	m	young chimps	25	03/12/2018	19	1	opaque	opaque	grape	apple	7	1	None	3	t	0	0	0	0		0	0	0		
Kisa	m	young chimps	25	03/12/2018	19	1	opaque	opaque	grape	apple	8	3	Bottom	3	d	1	0	0	0		0	0	0		
Kisa	m	young chimps	25	03/12/2018	19	1	opaque	opaque	grape	apple	9	2	Top	3	b	0	0	0	0		0	0	0		
Kisa	m	young chimps	25	03/12/2018	19	1	opaque	opaque	grape	apple	10	1	Bottom	3	b	0	0	0	0		0	0	0		
Kisa	m	young chimps	25	03/12/2018	19	1	opaque	opaque	grape	apple	11	2	All	3	t	0	1	0	1	1	0	0	0	very short	
Kisa	m	young chimps	25	03/12/2018	19	1	opaque	opaque	grape	apple	12	3	None	3	d	1	1	0	1	1	0	0	0	not high enough	
Kisa	m	young chimps	25	03/12/2018	19	1	opaque	opaque	grape	apple	13	1	Bottom	2	t	0	0	0	0		0	0	0		
Kisa	m	young chimps	25	03/12/2018	19	1	opaque	opaque	grape	apple	14	1	None	3	t	0	1	0	1		1	0	1		
Kisa	m	young chimps	25	03/12/2018	19	1	opaque	opaque	grape	apple	15	2	Top	3	b	0	1	0	1	1	0	0	0	not high enough	
Kisa	m	young chimps	25	03/12/2018	19	1	opaque	opaque	grape	apple	16	3	All	3	d	1	1	0	1		1	0	1		
Niyonkuru	m	young chimps	28	03/12/2018	19	1	transparent	transparent	apple	grape	1	1	All	1	d	1	0	0	0		0	0	0		
Niyonkuru	m	young chimps	28	03/12/2018	19	1	transparent	transparent	apple	grape	2	3	Bottom	3	d	1	0	0	0		0	0	0		
Niyonkuru	m	young chimps	28	03/12/2018	19	1	transparent	transparent	apple	grape	3	2	None	2	d	1	0	0	0		0	0	0		
Niyonkuru	m	young chimps	28	03/12/2018	19	1	transparent	transparent	apple	grape	4	2	Top	3	b	0	0	0	0		0	0	0		
Niyonkuru	m	young chimps	28	03/12/2018	19	1	transparent	transparent	apple	grape	5	3	Bottom	3	d	1	0	0	0		0	0	0		
Niyonkuru	m	young chimps	28	03/12/2018	19	1	transparent	transparent	apple	grape	6	1	All	3	b	0	0	0	0		0	0	0		
Niyonkuru	m	young chimps	28	03/12/2018	19	1	transparent	transparent	apple	grape	7	3	Top	3	d	1	0	0	0		0	0	0		
Niyonkuru	m	young chimps	28	03/12/2018	19	1	transparent	transparent	apple	grape	8	1	None	3	t	0	0	0	0		0	0	0		
Niyonkuru	m	young chimps	28	03/12/2018	19	1	transparent	transparent	apple	grape	9	1	None	2	t	0	0	0	0		0	0	0		
Niyonkuru	m	young chimps	28	03/12/2018	19	1	transparent	transparent	apple	grape	10	3	Bottom	3	d	1	0	0	0		0	0	0		
Niyonkuru	m	young chimps	28	03/12/2018	19	1	transparent	transparent	apple	grape	11	2	All	2	d	1	0	0	0		0	0	0		
Niyonkuru	m	young chimps	28	03/12/2018	19	1	transparent	transparent	apple	grape	12	2	Top	2	d	1	0	0	0		0	0	0		
Niyonkuru	m	young chimps	28	03/12/2018	19	1	transparent	transparent	apple	grape	13	3	Bottom	3	d	1	0	0	0		0	0	0		
Niyonkuru	m	young chimps	28	03/12/2018	19	1	transparent	transparent	apple	grape	14	2	All	2	d	1	0	0	0		0	0	0		
Niyonkuru	m	young chimps	28	03/12/2018	19	1	transparent	transparent	apple	grape	15	1	None	1	d	1	0	0	0		0	0	0	first choice between 2 and 3	
Niyonkuru	m	young chimps	28	03/12/2018	19	1	transparent	transparent	apple	grape	16	2	Top	2	d	1	0	0	0		0	0	0		
Niyonkuru	m	young chimps	28	03/12/2018	19	1	opaque	opaque	apple	grape	1	3	None	2	t	0	0	0	0		0	0	0		
Niyonkuru	m	young chimps	28	03/12/2018	19	1	opaque	opaque	apple	grape	2	1	Bottom	3	t	0	0	0	0		0	0	0		
Niyonkuru	m	young chimps	28	03/12/2018	19	1	opaque	opaque	apple	grape	3	2	All	3	b	0	0	0	0		0	0	0		
Niyonkuru	m	young chimps	28	03/12/2018	19	1	opaque	opaque	apple	grape	4	2	Top	2	d	1	0	0	0		0	0	0		
Niyonkuru	m	young chimps	28	03/12/2018	19	1	opaque	opaque	apple	grape	5	3	All	2	t	0	0	0	0		0	0	0		
Niyonkuru	m	young chimps	28	03/12/2018	19	1	opaque	opaque	apple	grape	6	3	Bottom	3	d	1	1	0	1	1	0	0	0	too low	
Niyonkuru	m	young chimps	28	03/12/2018	19	1	opaque	opaque	apple	grape	7	1	None	2	t	0	1	0	1	1	0	0	0	"too low, wanted baybe 3??"	
Niyonkuru	m	young chimps	28	03/12/2018	19	1	opaque	opaque	apple	grape	8	1	Top	3	t	0	0	0	0		0	0	0		
Niyonkuru	m	young chimps	28	03/12/2018	19	1	opaque	opaque	apple	grape	9	2	Top	2	d	1	0	0	0		0	0	0		
Niyonkuru	m	young chimps	28	03/12/2018	19	1	opaque	opaque	apple	grape	10	1	All	3	t	0	1	0	1		1	0	1		
Niyonkuru	m	young chimps	28	03/12/2018	19	1	opaque	opaque	apple	grape	11	3	None	3	d	1	0	0	0		0	0	0		
Niyonkuru	m	young chimps	28	03/12/2018	19	1	opaque	opaque	apple	grape	12	1	Bottom	3	b	0	0	0	0		0	0	0		
Niyonkuru	m	young chimps	28	03/12/2018	19	1	opaque	opaque	apple	grape	13	2	Top	2	d	1	0	0	0		0	0	0	also hand out for 3	
Niyonkuru	m	young chimps	28	03/12/2018	19	1	opaque	opaque	apple	grape	14	3	All	2	b	0	0	0	0		0	0	0	also hand out for 3	
Niyonkuru	m	young chimps	28	03/12/2018	19	1	opaque	opaque	apple	grape	15	3	Bottom	3	d	1	1	0	1		1	0	1		
Niyonkuru	m	young chimps	28	03/12/2018	19	1	opaque	opaque	apple	grape	16	1	None	3	b	0	0	0	0		0	0	0		
