Subject	Sex	Group	Age	Date	Day	Session	Phase	trial_number	position_correct	configuration	chosen_cup_POS	chosen_cup	correct	peek_above	peek_below	peeking	unclear	peek_above.s	peek_below.s	peeking.s	Comment	Comment2			Chosen_distractor	switching_mistakes		
Cheetah	f	old chimps	31	02/11/2018	19	1	transparent	8	2	baited	4	lb	0	0	0	0		0	0	0								
Cheetah	f	old chimps	31	02/11/2018	19	1	transparent	9	2	mixed	4	lb	0	0	0	0		0	0	0								
Cheetah	f	old chimps	31	02/11/2018	19	1	transparent	10	2	open	2	b	1	0	0	0		0	0	0								
Cheetah	f	old chimps	31	02/11/2018	19	1	transparent	11	2	mixed	3	lb	0	0	0	0		0	0	0								
Cheetah	f	old chimps	31	02/11/2018	19	1	transparent	12	1	baited	4	lb	0	1	0	1	1	0	0	0	below bar 							
Cheetah	f	old chimps	31	02/11/2018	19	1	opaque	1	3	mixed	4	lb	0	0	1	1	1	0	0	0								
Cheetah	f	old chimps	31	02/11/2018	19	1	opaque	2	1	baited	4	lb	0	0	0	0		0	0	0								
Cheetah	f	old chimps	31	02/11/2018	19	1	opaque	3	1	open	3	e	0	0	0	0		0	0	0								
Cheetah	f	old chimps	31	02/11/2018	19	1	opaque	4	3	baited	4	lb	0	0	0	0		0	0	0								
Cheetah	f	old chimps	31	02/11/2018	19	1	opaque	5	4	mixed	3	l	0	0	0	0		0	0	0								
Cheetah	f	old chimps	31	02/11/2018	19	1	opaque	6	3	open	4	e	0	0	0	0		0	0	0								
Cheetah	f	old chimps	31	02/11/2018	19	1	opaque	7	1	mixed	3	e	0	0	0	0		0	0	0								
Cheetah	f	old chimps	31	02/11/2018	19	1	opaque	8	4	open	4	b	1	0	0	0		0	0	0								
Cheetah	f	old chimps	31	02/11/2018	19	1	opaque	9	2	baited	4	lb	0	0	0	0		0	0	0								
Cheetah	f	old chimps	31	02/11/2018	19	1	opaque	10	2	open	3	e	0	0	0	0		0	0	0								
Cheetah	f	old chimps	31	02/11/2018	19	1	opaque	11	4	mixed	4	b	1	0	0	0		0	0	0								
Cheetah	f	old chimps	31	02/11/2018	19	1	opaque	12	4	baited	4	b	1	0	0	0		0	0	0								
Edvard	m	old chimps	18	02/11/2018	19	1	transparent	1	2	mixed	1	lb	0	0	0	0		0	0	0	indecisive							
Edvard	m	old chimps	18	02/11/2018	19	1	transparent	2	4	open	4	b	1	0	0	0		0	0	0								
Edvard	m	old chimps	18	02/11/2018	19	1	transparent	3	2	baited	3	lb	0	0	0	0		0	0	0								
Edvard	m	old chimps	18	02/11/2018	19	1	transparent	4	1	open	1	b	1	0	0	0		0	0	0								
Edvard	m	old chimps	18	02/11/2018	19	1	transparent	5	2	mixed	2	b	1	0	0	0		0	0	0								
Edvard	m	old chimps	18	02/11/2018	19	1	transparent	6	4	baited	3	lb	0	0	0	0		0	0	0	indecsive							
Edvard	m	old chimps	18	02/11/2018	19	1	transparent	7	4	mixed	4	b	1	0	0	0		0	0	0	picked 3 first then changed quickly							
Edvard	m	old chimps	18	02/11/2018	19	1	transparent	8	2	open	2	b	1	0	0	0		0	0	0								
Edvard	m	old chimps	18	02/11/2018	19	1	transparent	9	3	baited	3	b	1	0	0	0		0	0	0	indecisive							
Edvard	m	old chimps	18	02/11/2018	19	1	transparent	10	3	open	3	b	1	0	0	0		0	0	0								
Edvard	m	old chimps	18	02/11/2018	19	1	transparent	11	2	mixed	4	lb	0	0	0	0		0	0	0								
Edvard	m	old chimps	18	02/11/2018	19	1	transparent	12	1	baited	4	lb	0	0	0	0		0	0	0	"indecisive, also chose 3 and 1"							
Edvard	m	old chimps	18	02/11/2018	19	1	opaque	1	1	open	1	b	1	0	0	0	1	0	0	0	looked from side							
Edvard	m	old chimps	18	02/11/2018	19	1	opaque	2	4	baited	1	lb	0	1	0	1	1	0	0	0	not high enough							
Edvard	m	old chimps	18	02/11/2018	19	1	opaque	3	2	mixed	1	l	0	0	0	0		0	0	0								
Edvard	m	old chimps	18	08/11/2018	19	1	opaque	4	2	open	1	e	0	1	0	1	1	0	0	0	"peaked but did not choose -now on video I saw that he chose 2 maybe, thus ended session, repeated trial the next day, there he did not peak"							
Edvard	m	old chimps	18	08/11/2018	19	1	opaque	5	4	mixed	1	l	0	0	0	0		0	0	0								
Edvard	m	old chimps	18	08/11/2018	19	1	opaque	6	3	baited	4	lb	0	0	0	0		0	0	0								
Edvard	m	old chimps	18	08/11/2018	19	1	opaque	7	3	mixed	3	b	1	0	0	0		0	0	0								
Edvard	m	old chimps	18	08/11/2018	19	1	opaque	8	3	open	1	e	0	0	0	0		0	0	0								
Edvard	m	old chimps	18	08/11/2018	19	1	opaque	9	2	baited	4	lb	0	0	0	0		0	0	0								
Edvard	m	old chimps	18	08/11/2018	19	1	opaque	10	2	mixed	1	lb	0	0	0	0		0	0	0								
Edvard	m	old chimps	18	08/11/2018	19	1	opaque	11	1	baited	4	lb	0	0	0	0		0	0	0								
Edvard	m	old chimps	18	08/11/2018	19	1	opaque	12	4	open	1	e	0	0	0	0		0	0	0								
Amahirwe	m	old chimps	20	05/11/2018	19	1	transparent	1	4	baited	1	lb	0	0	0	0		0	0	0								
Amahirwe	m	old chimps	20	05/11/2018	19	1	transparent	2	4	mixed	1	l	0	0	0	0		0	0	0								
Amahirwe	m	old chimps	20	05/11/2018	19	1	transparent	3	3	open	3	b	1	0	0	0		0	0	0								
Amahirwe	m	old chimps	20	05/11/2018	19	1	transparent	4	3	baited	2	lb	0	0	0	0		0	0	0								
Amahirwe	m	old chimps	20	05/11/2018	19	1	transparent	5	1	open	1	b	1	0	0	0		0	0	0								
Amahirwe	m	old chimps	20	05/11/2018	19	1	transparent	6	1	mixed	1	b	1	0	0	0		0	0	0								
Amahirwe	m	old chimps	20	05/11/2018	19	1	transparent	7	4	open	2	e	0	0	0	0		0	0	0								
Amahirwe	m	old chimps	20	05/11/2018	19	1	transparent	8	2	baited	1	lb	0	0	0	0		0	0	0								
Amahirwe	m	old chimps	20	05/11/2018	19	1	transparent	9	2	mixed	2	b	1	0	0	0		0	0	0								
Amahirwe	m	old chimps	20	05/11/2018	19	1	transparent	10	2	open	2	b	1	0	0	0		0	0	0								
Amahirwe	m	old chimps	20	05/11/2018	19	1	transparent	11	2	mixed	2	b	1	0	0	0		0	0	0								
Amahirwe	m	old chimps	20	05/11/2018	19	1	transparent	12	1	baited	1	b	1	0	0	0		0	0	0								
Amahirwe	m	old chimps	20	05/11/2018	19	1	opaque	1	3	mixed	1	l	0	0	0	0		0	0	0								
Amahirwe	m	old chimps	20	05/11/2018	19	1	opaque	2	1	baited	1	b	1	0	0	0		0	0	0								
Amahirwe	m	old chimps	20	05/11/2018	19	1	opaque	3	1	open	1	b	1	0	0	0		0	0	0								
Amahirwe	m	old chimps	20	05/11/2018	19	1	opaque	4	3	baited	1	lb	0	0	0	0		0	0	0								
Amahirwe	m	old chimps	20	05/11/2018	19	1	opaque	5	4	mixed	2	lb	0	0	0	0		0	0	0								
Amahirwe	m	old chimps	20	05/11/2018	19	1	opaque	6	3	open	1	e	0	1	0	1		1	0	1								
Amahirwe	m	old chimps	20	07/11/2018	19	1	opaque	7	1	mixed	1	b	1	0	1	1	1	0	0	0	"from below and side, indecisive"							
Amahirwe	m	old chimps	20	07/11/2018	19	1	opaque	8	4	open	1	e	0	0	0	0		0	0	0								
Amahirwe	m	old chimps	20	07/11/2018	19	1	opaque	9	2	baited	1	lb	0	0	0	0		0	0	0								
Amahirwe	m	old chimps	20	07/11/2018	19	1	opaque	10	2	open	2	b	1	0	0	0		0	0	0								
Amahirwe	m	old chimps	20	07/11/2018	19	1	opaque	11	4	mixed	2	lb	0	0	0	0		0	0	0								
Amahirwe	m	old chimps	20	07/11/2018	19	1	opaque	12	4	baited	3	lb	0	0	0	0		0	0	0								
Julia	f	old chimps	18	08/11/2018	19	1	transparent	1	2	open	3	e	0	0	0	0		0	0	0								
Julia	f	old chimps	18	08/11/2018	19	1	transparent	2	1	baited	1	b	1	0	0	0		0	0	0								
Julia	f	old chimps	18	08/11/2018	19	1	transparent	3	2	mixed	3	l	0	0	0	0		0	0	0								
Julia	f	old chimps	18	08/11/2018	19	1	transparent	4	4	open	1	e	0	0	0	0		0	0	0								
Julia	f	old chimps	18	08/11/2018	19	1	transparent	5	3	mixed	1	l	0	0	0	0		0	0	0								
Julia	f	old chimps	18	08/11/2018	19	1	transparent	6	4	baited	4	b	1	0	0	0		0	0	0								
Julia	f	old chimps	18	08/11/2018	19	1	transparent	7	4	mixed	1	e	0	0	0	0		0	0	0								
Julia	f	old chimps	18	08/11/2018	19	1	transparent	8	1	open	1	b	1	0	0	0		0	0	0								
Julia	f	old chimps	18	08/11/2018	19	1	transparent	9	2	baited	1	lb	0	0	0	0		0	0	0								
Julia	f	old chimps	18	08/11/2018	19	1	transparent	10	1	mixed	1	b	1	0	0	0		0	0	0								
Julia	f	old chimps	18	08/11/2018	19	1	transparent	11	3	baited	1	lb	0	0	0	0		0	0	0								
Julia	f	old chimps	18	08/11/2018	19	1	transparent	12	3	open	1	e	0	0	0	0		0	0	0								
Julia	f	old chimps	18	08/11/2018	19	1	opaque	1	3	baited	4	lb	0	0	0	0		0	0	0	also chose 1?							
Julia	f	old chimps	18	08/11/2018	19	1	opaque	2	2	open	1	e	0	0	0	0		0	0	0								
Julia	f	old chimps	18	08/11/2018	19	1	opaque	3	2	mixed	1	e	0	0	0	0		0	0	0								
Julia	f	old chimps	18	08/11/2018	19	1	opaque	4	4	baited	1	lb	0	0	0	0		0	0	0								
Julia	f	old chimps	18	08/11/2018	19	1	opaque	5	1	mixed	4	l	0	0	0	0		0	0	0								
Julia	f	old chimps	18	08/11/2018	19	1	opaque	6	3	open	3	b	1	0	0	0		0	0	0								
Julia	f	old chimps	18	08/11/2018	19	1	opaque	7	4	mixed	3	lb	0	0	0	0		0	0	0								
Julia	f	old chimps	18	08/11/2018	19	1	opaque	8	4	open	4	b	1	0	0	0		0	0	0								
Julia	f	old chimps	18	08/11/2018	19	1	opaque	9	1	baited	3	lb	0	0	0	0		0	0	0								
Julia	f	old chimps	18	08/11/2018	19	1	opaque	10	1	open	3	e	0	0	0	0		0	0	0								
Julia	f	old chimps	18	08/11/2018	19	1	opaque	11	2	baited	3	lb	0	0	0	0		0	0	0								
Julia	f	old chimps	18	08/11/2018	19	1	opaque	12	3	mixed	4	l	0	0	0	0		0	0	0								
Zee	m	old chimps	18	05/11/2018	19	1	transparent	1	2	baited	3	lb	0	0	0	0		0	0	0								
Zee	m	old chimps	18	05/11/2018	19	1	transparent	2	2	open	4	e	0	0	0	0		0	0	0								
Zee	m	old chimps	18	05/11/2018	19	1	transparent	3	4	mixed	4	b	1	0	0	0		0	0	0								
Zee	m	old chimps	18	05/11/2018	19	1	transparent	4	4	baited	4	b	1	0	0	0		0	0	0								
Zee	m	old chimps	18	05/11/2018	19	1	transparent	5	3	open	3	b	1	0	0	0		0	0	0								
Zee	m	old chimps	18	05/11/2018	19	1	transparent	6	1	mixed	1	b	1	0	0	0		0	0	0								
Zee	m	old chimps	18	05/11/2018	19	1	transparent	7	3	open	3	b	1	0	0	0		0	0	0								
Zee	m	old chimps	18	05/11/2018	19	1	transparent	8	4	mixed	4	b	1	0	0	0		0	0	0								
Zee	m	old chimps	18	05/11/2018	19	1	transparent	9	1	baited	4	lb	0	0	0	0		0	0	0								
Zee	m	old chimps	18	05/11/2018	19	1	transparent	10	1	open	3	e	0	0	0	0		0	0	0								
Zee	m	old chimps	18	05/11/2018	19	1	transparent	11	3	baited	4	lb	0	0	0	0		0	0	0	could also have been choice for 3							
Zee	m	old chimps	18	05/11/2018	19	1	transparent	12	2	mixed	3	l	0	0	0	0		0	0	0								
Zee	m	old chimps	18	05/11/2018	19	1	opaque	1	2	mixed	3	l	0	1	0	1		1	0	1								
Zee	m	old chimps	18	05/11/2018	19	1	opaque	2	3	open	4	e	0	0	0	0		0	0	0								
Zee	m	old chimps	18	05/11/2018	19	1	opaque	3	1	baited	3	lb	0	1	0	1		1	0	1								
Zee	m	old chimps	18	05/11/2018	19	1	opaque	4	4	open	4	b	1	0	0	0		0	0	0								
Zee	m	old chimps	18	05/11/2018	19	1	opaque	5	4	mixed	4	b	1	1	0	1	1	0	0	0	when occluder was still on table							
Zee	m	old chimps	18	05/11/2018	19	1	opaque	6	4	baited	4	b	1	0	0	0		0	0	0								
Zee	m	old chimps	18	05/11/2018	19	1	opaque	7	1	mixed	4	l	0	0	0	0		0	0	0								
Zee	m	old chimps	18	05/11/2018	19	1	opaque	8	1	open	4	e	0	0	0	0		0	0	0								
Zee	m	old chimps	18	05/11/2018	19	1	opaque	9	3	baited	3	b	1	0	0	0		0	0	0								
Zee	m	old chimps	18	05/11/2018	19	1	opaque	10	2	open	4	e	0	0	0	0		0	0	0								
Zee	m	old chimps	18	05/11/2018	19	1	opaque	11	3	mixed	4	lb	0	0	0	0		0	0	0								
Zee	m	old chimps	18	05/11/2018	19	1	opaque	12	2	baited	3	lb	0	0	0	0		0	0	0								
Mary	f	old chimps	15	08/11/2018	19	1	transparent	1	4	baited	1	lb	0	0	0	0		0	0	0								
Mary	f	old chimps	15	08/11/2018	19	1	transparent	2	4	mixed	2	lb	0	0	0	0		0	0	0								
Mary	f	old chimps	15	08/11/2018	19	1	transparent	3	3	open	2	e	0	0	0	0		0	0	0								
Mary	f	old chimps	15	08/11/2018	19	1	transparent	4	3	baited	1	lb	0	0	0	0		0	0	0								
Mary	f	old chimps	15	08/11/2018	19	1	transparent	5	1	open	1	b	1	1	0	1	1	0	0	0	more because eof excitement							
Mary	f	old chimps	15	08/11/2018	19	1	transparent	6	1	mixed	2	lb	0	0	0	0		0	0	0								
Mary	f	old chimps	15	08/11/2018	19	1	transparent	7	4	open	3	e	0	0	0	0		0	0	0								
Mary	f	old chimps	15	08/11/2018	19	1	transparent	8	2	baited	2	b	1	0	0	0		0	0	0								
Mary	f	old chimps	15	08/11/2018	19	1	transparent	9	2	mixed	3	e	0	0	0	0		0	0	0								
Mary	f	old chimps	15	08/11/2018	19	1	transparent	10	2	open	2	b	1	0	0	0		0	0	0								
Mary	f	old chimps	15	08/11/2018	19	1	transparent	11	2	mixed	3	lb	0	0	0	0		0	0	0								
Mary	f	old chimps	15	08/11/2018	19	1	transparent	12	1	baited	3	lb	0	1	0	1	1	0	0	0	mor ejumping because of excitement							
Mary	f	old chimps	15	08/11/2018	19	1	opaque	1	3	mixed	1	l	0	0	0	0		0	0	0								
Mary	f	old chimps	15	08/11/2018	19	1	opaque	2	1	baited	1	b	1	0	0	0		0	0	0								
Mary	f	old chimps	15	08/11/2018	19	1	opaque	3	1	open	1	b	1	0	0	0		0	0	0								
Mary	f	old chimps	15	08/11/2018	19	1	opaque	4	3	baited	1	bl	0	1	0	1	1	0	0	0								
Mary	f	old chimps	15	08/11/2018	19	1	opaque	5	4	mixed	1	e	0	1	0	1		1	0	1								
Mary	f	old chimps	15	08/11/2018	19	1	opaque	6	3	open	2	e	0	0	0	0		0	0	0								
Mary	f	old chimps	15	08/11/2018	19	1	opaque	7	1	mixed	1	b	1	0	0	0		0	0	0								
Mary	f	old chimps	15	08/11/2018	19	1	opaque	8	4	open	2	e	0	0	0	0		0	0	0								
Mary	f	old chimps	15	08/11/2018	19	2	opaque	9	2	baited	1	lb	0	0	0	0		0	0	0								
Mary	f	old chimps	15	08/11/2018	19	2	opaque	10	2	open	2	b	1	0	0	0		0	0	0								
Mary	f	old chimps	15	08/11/2018	19	2	opaque	11	4	mixed	1	l	0	0	0	0		0	0	0								
Mary	f	old chimps	15	08/11/2018	19	2	opaque	12	4	baited	2	lb	0	0	0	0		0	0	0								
Nionkuru	m	young chimps	28	02-Dec-18		1	transparent	1	1	open	1	b	1	0	0	0		0	0	0								
Nionkuru	m	young chimps	28	02-Dec-18		1	transparent	2	4	mixed	2	l	0	0	0	0		0	0	0								
Nionkuru	m	young chimps	28	02-Dec-18		1	transparent	3	4	baited	4	b	1	0	0	0		0	0	0								
Nionkuru	m	young chimps	28	02-Dec-18		1	transparent	4	4	open	4	b	1	0	0	0		0	0	0								
Nionkuru	m	young chimps	28	02-Dec-18		1	transparent	5	3	baited	4	lb	0	0	0	0		0	0	0								
Nionkuru	m	young chimps	28	02-Dec-18		1	transparent	6	2	mixed	3	lb	0	0	0	0		0	0	0								
Nionkuru	m	young chimps	28	02-Dec-18		1	transparent	7	2	baited	3	lb	0	0	0	0		0	0	0	cup 4 fell down so lid opened							
Nionkuru	m	young chimps	28	02-Dec-18		1	transparent	8	3	open	3	b	1	0	0	0		0	0	0								
Nionkuru	m	young chimps	28	02-Dec-18		1	transparent	9	2	mixed	2	b	1	0	0	0		0	0	0								
Nionkuru	m	young chimps	28	02-Dec-18		1	transparent	10	1	baited	3	lb	0	0	0	0		0	0	0								
Nionkuru	m	young chimps	28	02-Dec-18		1	transparent	11	4	mixed	4	b	1	0	0	0		0	0	0								
Nionkuru	m	young chimps	28	02-Dec-18		1	transparent	12	2	open	3	e	0	0	0	0		0	0	0								
Nionkuru	m	young chimps	28	02-Dec-18		1	opaque	1	4	mixed	4	b	1	0	0	0		0	0	0								
Nionkuru	m	young chimps	28	02-Dec-18		1	opaque	2	2	baited	1	lb	0	0	0	0		0	0	0								
Nionkuru	m	young chimps	28	02-Dec-18		1	opaque	3	3	open	2	e	0	0	0	0		0	0	0								
Nionkuru	m	young chimps	28	02-Dec-18		1	opaque	4	3	baited	2	lb	0	0	0	0		0	0	0								
Nionkuru	m	young chimps	28	02-Dec-18		1	opaque	5	2	mixed	4	lb	0	0	0	0		0	0	0								
Nionkuru	m	young chimps	28	02-Dec-18		1	opaque	6	2	open	2	b	1	0	0	0		0	0	0								
Nionkuru	m	young chimps	28	02-Dec-18		1	opaque	7	1	mixed	4	lb	0	0	0	0		0	0	0								
Nionkuru	m	young chimps	28	02-Dec-18		1	opaque	8	1	open	3	e	0	0	0	0		0	0	0								
Nionkuru	m	young chimps	28	02-Dec-18		1	opaque	9	1	baited	3	lb	0	0	0	0		0	0	0								
Nionkuru	m	young chimps	28	02-Dec-18		1	opaque	10	4	open	2	e	0	1	0	1		1	0	1								
Nionkuru	m	young chimps	28	02-Dec-18		1	opaque	11	3	mixed	3	b	1	0	0	0		0	0	0								
Nionkuru	m	young chimps	28	02-Dec-18		1	opaque	12	4	baited	3	lb	0	0	0	0		0	0	0								
Joy	f	young chimps	14	02-Dec-18		1	transparent	1	3	baited	4	lb	0	0	0	0		0	0	0								
Joy	f	young chimps	14	02-Dec-18		1	transparent	2	1	open	3	e	0	0	0	0		0	0	0								
Joy	f	young chimps	14	02-Dec-18		1	transparent	3	1	mixed	4	e	0	0	0	0		0	0	0								
Joy	f	young chimps	14	02-Dec-18		1	transparent	4	2	baited	3	lb	0	0	0	0		0	0	0								
Joy	f	young chimps	14	02-Dec-18		1	transparent	5	3	mixed	4	lb	0	0	0	0		0	0	0								
Joy	f	young chimps	14	02-Dec-18		1	transparent	6	2	open	4	e	0	0	0	0		0	0	0								
Joy	f	young chimps	14	02-Dec-18		1	transparent	7	2	mixed	4	e	0	0	0	0		0	0	0	was sitting on platform when I lifted occluder							
Joy	f	young chimps	14	02-Dec-18		1	transparent	8	3	open	4	e	0	0	0	0		0	0	0								
Joy	f	young chimps	14	02-Dec-18		1	transparent	9	1	baited	3	lb	0	0	0	0		0	0	0	was coming over platform							
Joy	f	young chimps	14	02-Dec-18		1	transparent	10	4	open	4	b	1	0	0	0		0	0	0								
Joy	f	young chimps	14	02-Dec-18		1	transparent	11	3	baited	4	lb	0	0	0	0		0	0	0								
Joy	f	young chimps	14	02-Dec-18		1	transparent	12	2	mixed	2	b	1	0	0	0		0	0	0								
Joy	f	young chimps	14	02-Dec-18		1	opaque	1	4	open	3	e	0	0	0	0		0	0	0								
Joy	f	young chimps	14	02-Dec-18		1	opaque	2	4	baited	4	b	1	0	0	0		0	0	0								
Joy	f	young chimps	14	02-Dec-18		1	opaque	3	2	mixed	4	lb	0	0	0	0		0	0	0								
Joy	f	young chimps	14	02-Dec-18		1	opaque	4	3	open	3	b	1	0	0	0		0	0	0								
Joy	f	young chimps	14	02-Dec-18		1	opaque	5	2	mixed	4	e	0	0	0	0		0	0	0								
Joy	f	young chimps	14	02-Dec-18		1	opaque	6	1	baited	3	lb	0	0	0	0		0	0	0								
Joy	f	young chimps	14	03-Dec-18		2	opaque	7	3	mixed	4	l	0	0	0	0		0	0	0								
Joy	f	young chimps	14	03-Dec-18		2	opaque	8	1	open	3	e	0	0	0	0		0	0	0								
Joy	f	young chimps	14	03-Dec-18		2	opaque	9	2	baited	4	lb	0	0	0	0		0	0	0								
Joy	f	young chimps	14	03-Dec-18		2	opaque	10	4	mixed	3	l	0	0	0	0		0	0	0								
Joy	f	young chimps	14	03-Dec-18		2	opaque	11	3	baited	4	lb	0	0	0	0		0	0	0								
Joy	f	young chimps	14	03-Dec-18		2	opaque	12	2	open	4	e	0	0	0	0		0	0	0								
Bahati	f	young chimps	25	02-Dec-18		1	transparent	1	1	open	1	b	1	0	0	0		0	0	0								
Bahati	f	young chimps	25	02-Dec-18		1	transparent	2	4	mixed	3	lb	0	0	0	0		0	0	0								
Bahati	f	young chimps	25	02-Dec-18		1	transparent	3	4	baited	3	lb	0	0	0	0		0	0	0								
Bahati	f	young chimps	25	02-Dec-18		1	transparent	4	4	open	1	e	0	0	0	0		0	0	0								
Bahati	f	young chimps	25	02-Dec-18		1	transparent	5	3	baited	4	lb	0	0	0	0		0	0	0								
Bahati	f	young chimps	25	02-Dec-18		1	transparent	6	2	mixed	3	lb	0	0	0	0		0	0	0								
Bahati	f	young chimps	25	02-Dec-18		1	transparent	7	2	baited	3	lb	0	0	0	0		0	0	0								
Bahati	f	young chimps	25	02-Dec-18		1	transparent	8	3	open	4	e	0	0	0	0		0	0	0								
Bahati	f	young chimps	25	02-Dec-18		1	transparent	9	2	mixed	4	l	0	0	0	0		0	0	0								
Bahati	f	young chimps	25	02-Dec-18		1	transparent	10	1	baited	4	lb	0	0	0	0		0	0	0								
Bahati	f	young chimps	25	02-Dec-18		1	transparent	11	4	mixed	4	b	1	0	0	0		0	0	0								
Bahati	f	young chimps	25	02-Dec-18		1	transparent	12	2	open	3	e	0	0	0	0		0	0	0								
Bahati	f	young chimps	25	02-Dec-18		1	opaque	1	4	mixed	2	lb	0	0	0	0		0	0	0								
Bahati	f	young chimps	25	02-Dec-18		1	opaque	2	2	baited	4	lb	0	0	0	0		0	0	0								
Bahati	f	young chimps	25	02-Dec-18		1	opaque	3	3	open	4	e	0	0	0	0		0	0	0								
Bahati	f	young chimps	25	02-Dec-18		1	opaque	4	3	baited	3	b	1	0	0	0		0	0	0								
Bahati	f	young chimps	25	02-Dec-18		1	opaque	5	2	mixed	4	lb	0	0	1	1	1	0	0	0	Kopfstand							
Bahati	f	young chimps	25	02-Dec-18		1	opaque	6	2	open	4	e	0	0	0	0		0	0	0								
Bahati	f	young chimps	25	02-Dec-18		1	opaque	7	1	mixed	2	l	0	0	0	0		0	0	0								
Bahati	f	young chimps	25	02-Dec-18		1	opaque	8	1	open	3	e	0	0	0	0		0	0	0								
Bahati	f	young chimps	25	02-Dec-18		1	opaque	9	1	baited	3	lb	0	0	0	0		0	0	0								
Bahati	f	young chimps	25	02-Dec-18		1	opaque	10	4	open	4	b	1	0	1	1	1	0	0	0	Kopfstand							
Bahati	f	young chimps	25	02-Dec-18		1	opaque	11	3	mixed	4	l	0	0	0	0		0	0	0								
Bahati	f	young chimps	25	02-Dec-18		1	opaque	12	4	baited	4	lb	0	0	0	0		0	0	0								
Dufa	f	young chimps	27	02-Dec-18		1	transparent	1	3	baited	2	lb	0	0	0	0		0	0	0								
Dufa	f	young chimps	27	02-Dec-18		1	transparent	2	1	open	2	e	0	0	0	0		0	0	0								
Dufa	f	young chimps	27	02-Dec-18		1	transparent	3	1	mixed	2	l	0	0	0	0		0	0	0								
Dufa	f	young chimps	27	02-Dec-18		1	transparent	4	2	baited	1	lb	0	0	0	0		0	0	0								
Dufa	f	young chimps	27	02-Dec-18		1	transparent	5	3	mixed	1	e	0	0	0	0		0	0	0								
Dufa	f	young chimps	27	02-Dec-18		1	transparent	6	2	open	2	b	1	0	0	0		0	0	0								
Dufa	f	young chimps	27	02-Dec-18		1	transparent	7	2	mixed	1	lb	0	0	0	0		0	0	0	was sitting on platform when I lifted occluder							
Dufa	f	young chimps	27	02-Dec-18		1	transparent	8	3	open	2	e	0	0	0	0		0	0	0								
Dufa	f	young chimps	27	02-Dec-18		1	transparent	9	1	baited	3	lb	0	0	0	0		0	0	0	was coming over platform							
Dufa	f	young chimps	27	02-Dec-18		1	transparent	10	4	open	2	e	0	0	0	0		0	0	0								
Dufa	f	young chimps	27	02-Dec-18		1	transparent	11	3	baited	1	lb	0	0	0	0		0	0	0								
Dufa	f	young chimps	27	02-Dec-18		1	transparent	12	2	mixed	3	e	0	0	0	0		0	0	0								
Dufa	f	young chimps	27	02-Dec-18		1	opaque	1	4	open	4	b	1	0	0	0		0	0	0								
Dufa	f	young chimps	27	02-Dec-18		1	opaque	2	4	baited	4	b	1	0	0	0		0	0	0								
Dufa	f	young chimps	27	02-Dec-18		1	opaque	3	2	mixed	3	e	0	0	0	0		0	0	0								
Dufa	f	young chimps	27	02-Dec-18		1	opaque	4	3	open	4	e	0	1	0	1	1	0	0	0	npt high enough							
Dufa	f	young chimps	27	02-Dec-18		1	opaque	5	2	mixed	2	b	1	1	0	1		1	0	1								
Dufa	f	young chimps	27	02-Dec-18		1	opaque	6	1	baited	3	lb	0	1	0	1	1	0	0	0	looked out of the window							
Dufa	f	young chimps	27	03-Dec-18		2	opaque	7	3	mixed	3	b	1	0	0	0		0	0	0								
Dufa	f	young chimps	27	03-Dec-18		2	opaque	8	1	open	1	b	1	0	0	0		0	0	0								
Dufa	f	young chimps	27	03-Dec-18		2	opaque	9	2	baited	2	b	1	1	0	1	1	0	0	0	looked out of the window							
Dufa	f	young chimps	27	03-Dec-18		2	opaque	10	4	mixed	2	lb	0	0	0	0		0	0	0								
Dufa	f	young chimps	27	03-Dec-18		2	opaque	11	3	baited	2	lb	0	1	0	1	1	0	0	0	looked out of the window							
Dufa	f	young chimps	27	03-Dec-18		2	opaque	12	2	open	4	e	0	1	0	1		1	0	1								
Kisa	m	young chimps	25	05-Dec-18		1	transparent	1	4	baited	4	lb	0	0	0	0		0	0	0	was standing up when I lifted occluder							
Kisa	m	young chimps	25	05-Dec-18		1	transparent	2	2	open	3	e	0	0	0	0		0	0	0	was standing up when I lifted occluder							
Kisa	m	young chimps	25	05-Dec-18		1	transparent	3	4	mixed	4	b	1	0	0	0		0	0	0								
Kisa	m	young chimps	25	05-Dec-18		1	transparent	4	4	baited	4	b	1	0	0	0		0	0	0								
Kisa	m	young chimps	25	05-Dec-18		1	transparent	5	3	open	3	b	1	0	0	0		0	0	0								
Kisa	m	young chimps	25	05-Dec-18		1	transparent	6	1	mixed	4	b	1	0	0	0		0	0	0								
Kisa	m	young chimps	25	05-Dec-18		1	transparent	7	1	open	1	b	1	0	0	0		0	0	0								
Kisa	m	young chimps	25	05-Dec-18		1	transparent	8	4	mixed	1	b	1	0	0	0		0	0	0								
Kisa	m	young chimps	25	05-Dec-18		1	transparent	9	1	baited	4	lb	0	0	0	0		0	0	0								
Kisa	m	young chimps	25	05-Dec-18		1	transparent	10	1	open	1	b	1	0	0	0		0	0	0								
Kisa	m	young chimps	25	05-Dec-18		1	transparent	11	3	baited	4	lb	0	0	0	0		0	0	0								
Kisa	m	young chimps	25	05-Dec-18		1	transparent	12	2	mixed	2	b	1	0	0	0		0	0	0								
Kisa	m	young chimps	25	05-Dec-18		1	opaque	1	2	mixed	3	l	0	0	0	0		0	0	0								
